0;0;-50;-81;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-36;-81;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-18;-82;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-3;-81;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;12;-80;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;27;-80;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;43;-80;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;58;-81;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-67;-62;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;-62;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-35;-62;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-20;-62;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-3;-61;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;12;-61;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;27;-61;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;44;-60;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;60;-62;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;76;-63;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-82;-42;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-67;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-35;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-18;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-4;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;12;-41;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;28;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;43;-42;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;60;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;76;-43;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-84;-22;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-68;-24;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;-23;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-34;-22;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-19;-23;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-5;-24;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;13;-25;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;29;-21;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;45;-23;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;60;-24;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;75;-23;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;91;-25;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-82;-5;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-70;-6;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;-5;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-35;-5;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-20;-4;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-3;-4;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;12;-5;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;28;-2;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;44;-5;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;61;-4;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;76;-6;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;91;-4;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-82;14;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-67;14;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;14;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-34;13;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-18;13;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-3;15;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;13;13;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;29;14;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;45;13;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;59;14;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;74;14;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;92;15;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-84;33;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-66;33;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-53;34;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-36;33;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-20;33;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-4;33;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;13;32;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;26;32;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;43;30;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;60;32;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;76;33;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;92;32;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-83;51;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-67;51;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;52;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-35;51;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-19;53;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-2;51;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;12;51;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;29;50;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;41;53;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;59;53;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;76;51;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-67;70;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-51;70;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-37;70;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-19;71;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-3;70;0;9.5;-1;-1;-1;-1;-1;-1;0;0;0;-1
